"Timestamp","1. เพศของท่าน","2. อายุของท่าน","3.  ท่านเคยเข้าชมคอนเสิร์ตประจำปีของ Kangwan Singers มาก่อนหรือไม่ ","4. ท่านเคยร้องเพลงประสานเสียงอยู่แล้วหรือไม่","5.  ความประทับใจของท่านโดยรวมต่อคอนเสิร์ต ","6.  คุณภาพการขับร้องประสานเสียง ","7.  การถ่ายทอดอารมณ์และเรื่องราว ","8.  การลำดับเพลงและการดำเนินรายการ ","9.  สถานที่จัดแสดง ","10.  ความคุ้มค่าในการเข้าชม ","11. เพลงที่ท่านชอบที่สุด","12. การแสดงไหนที่ท่านประทับใจที่สุด","13.  เมื่อท่านเข้าชมคอนเสิร์ตประสานเสียง ท่านคาดหวังสิ่งใดมากที่สุด (เลือกได้ไม่เกิน 3 ข้อ)","14.  ท่านชอบ/อยากฟังเพลงร้องประสานเสียงประเภทไหนเป็นพิเศษ (ตอบได้มากกว่า 1 ข้อ)","15.  สิ่งที่ท่านชื่นชอบมากที่สุดในคอนเสิร์ตครั้งนี้คืออะไร ","16.  สิ่งที่ท่านคิดว่าควรปรับปรุงคืออะไร ","17.  มีสิ่งใดที่ท่านอยากเห็นจาก Kangwan Singers ในอนาคตหรือไม่ ","18. มีข้อความใดที่อยากฝากถึงสมาชิก Kangwan Singers หรือทีมงานหรือไม่  "
"6/3/2026 17:55:56","หญิง","20 - 29 ปี","ครั้งที่ 2","ไม่ได้ร้อง","5","5","5","5","5","5","ชีวิตลิขิตเอง","Into the New World","ความไพเราะของเสียงร้อง, การเล่าเรื่องผ่านบทเพลง, การแสดงที่สร้างแรงบันดาลใจ","เพลงตามยุคสมัยดนตรีตะวันตก (Early Music, Classical, Romantic, 20th century) ภาษาอิตาเลี่ยน เยอรมัน ฝรั่งเศส อังกฤษ, เพลงสมัยนิยมภาษาอังกฤษ, เพลงสมัยนิยมภาษาต่างประเทศ (K-Pop J-Pop etc.), เพลงจากภาพยนตร์หรือซีรี่ย์ต่างประเทศ, เพลงจากละครเวทีภาษาต่างประเทศ, เพลงร่วมสมัย ( Contemporary Music) หรือ ผลงานเพลงที่เน้นการขายไอเดียของผู้ประพันธ์ ภาษาไทยหรือภาษาต่างประเทศ","การแสดง ดูแล้วรู้สึกจมในเพลง","-","ติดตามการแสดงในอนาคต","เอาใจช่วยนะคะ การแสดงดีมากค่ะ"
"6/3/2026 17:56:19","หญิง","30 - 39 ปี","ครั้งแรก","ไม่ได้ร้อง","5","5","5","5","5","5","Zoo","Into the New World","ความไพเราะของเสียงร้อง, ความสนุกสนาน, การเล่าเรื่องผ่านบทเพลง","เพลงสมัยนิยมภาษาไทย (T-Pop), เพลงสมัยนิยมภาษาอังกฤษ, เพลงจากภาพยนตร์หรือซีรี่ย์ต่างประเทศ","การเรียงลำดับการแสดง การเต้นประกอบเพลง และการใช้เพลงฮิต","การเลือกเพลงควรไล่ลำดับอารมณ์","การร้องเพลงฮิต และการเต้นในบางท่อนทำให้การแสดงดูมีสีสัน","แพรเก่งมาก"
"6/3/2026 17:57:12","หญิง","20 - 29 ปี","ครั้งแรก","ไม่ได้ร้อง","5","5","5","5","5","5","Lesbia Mi Dicit Semper Male","เจ้านายคะ","ความไพเราะของเสียงร้อง, การเล่าเรื่องผ่านบทเพลง, การแสดงที่สร้างแรงบันดาลใจ","เพลงสมัยนิยมภาษาต่างประเทศ (K-Pop J-Pop etc.), เพลงจากละครเวทีภาษาไทย","","","",""
"6/3/2026 17:57:27","หญิง","20 - 29 ปี","ครั้งแรก","ร้อง","5","5","5","5","5","5","Into the New World","Into the New World","ความไพเราะของเสียงร้อง, ความสนุกสนาน, การเล่าเรื่องผ่านบทเพลง","เพลงศักดิ์สิทธิ์ (Sacred Music) หรือ เพลงจากศาสนาคริสต์ และเพลงจากศาสนาต่าง ๆ, เพลงสมัยนิยมภาษาไทย (T-Pop), เพลงสมัยนิยมภาษาต่างประเทศ (K-Pop J-Pop etc.), เพลงจากภาพยนตร์หรือซีรี่ย์ไทย, เพลงร่วมสมัย ( Contemporary Music) หรือ ผลงานเพลงที่เน้นการขายไอเดียของผู้ประพันธ์ ภาษาไทยหรือภาษาต่างประเทศ","ประทับใจการดำเนินเรื่องราวกับบทเพลงค่ะ","-","","ขอบคุณที่จัดงานแสนวิเศษนี้ให้ได้ชมนะคะ"
"6/3/2026 17:57:54","ไม่ประสงค์ระบุ","20 - 29 ปี","ครั้งที่ 2","ไม่ได้ร้อง","3","2","3","3","4","4","ชีวิตลิขิตเอง","เจ้านายคะ","ความไพเราะของเสียงร้อง, การเรียนรู้วัฒนธรรมและดนตรีใหม่","เพลงสมัยนิยมภาษาไทย (T-Pop), เพลงจากภาพยนตร์หรือซีรี่ย์ไทย, เพลงจากภาพยนตร์หรือซีรี่ย์ต่างประเทศ, เพลงจากละครเวทีภาษาไทย","ความแปลกใหม่ ความเข้าถึงง่าย","รู้สึกยังไม่ค่อยสุด ในเรื่องคุณภาพการร้อง","",""
"6/3/2026 17:58:04","ชาย","20 - 29 ปี","ครั้งที่ 2","ไม่ได้ร้อง","5","5","5","5","5","5","Zoo","Zoo","ความไพเราะของเสียงร้อง, การเรียนรู้วัฒนธรรมและดนตรีใหม่, การแสดงที่สร้างแรงบันดาลใจ","เพลงศักดิ์สิทธิ์ (Sacred Music) หรือ เพลงจากศาสนาคริสต์ และเพลงจากศาสนาต่าง ๆ, เพลงตามยุคสมัยดนตรีตะวันตก (Early Music, Classical, Romantic, 20th century) ภาษาอิตาเลี่ยน เยอรมัน ฝรั่งเศส อังกฤษ, เพลงสมัยนิยมภาษาไทย (T-Pop)","","","",""
"6/3/2026 17:59:20","LGBTQ+","30 - 39 ปี","ครั้งที่ 2","ไม่ได้ร้อง","5","5","5","5","5","5","Into the New World","Into the New World","ความไพเราะของเสียงร้อง, การเล่าเรื่องผ่านบทเพลง, ความเป็นศิลปะร่วมสมัย","เพลงสมัยนิยมภาษาอังกฤษ, เพลงสมัยนิยมภาษาต่างประเทศ (K-Pop J-Pop etc.), เพลงไทยแนวอื่น (ลูกทุ่ง ลูกกรุง ฯลฯ)","Into the new world เซอร์ไพร์สมาก ไม่คิดว่าจะเอามาร้อง","-","อยากเห็นเพลงลูกทุ่งสนุกๆ มาร้องแบบประสานเสียง","ขอให้วงเติบโตด้วยดี มีสมาชิกเยอะ ๆ มีผู้สนับสนุนเยอะ ๆ ประสบความสำเร็จ💖"
"6/3/2026 18:01:28","ชาย","20 - 29 ปี","มากกว่า 4 ครั้ง","ร้อง","5","5","5","5","4","5","Into the New World","เจ้านายคะ","ความไพเราะของเสียงร้อง, การเล่าเรื่องผ่านบทเพลง, การเรียนรู้วัฒนธรรมและดนตรีใหม่","เพลงตามยุคสมัยดนตรีตะวันตก (Early Music, Classical, Romantic, 20th century) ภาษาอิตาเลี่ยน เยอรมัน ฝรั่งเศส อังกฤษ, เพลงสมัยนิยมภาษาไทย (T-Pop), เพลงจากละครเวทีภาษาไทย, เพลงจากละครเวทีภาษาต่างประเทศ, เพลงพื้นบ้าน (Folklore) ภาษาไทยและภาษาต่างประเทศ","คุณภาพนักร้อง","ไม่มี","ไปแข่งระดับโลก","คิดถึงทุกคนนะค้าบ"
"6/3/2026 18:01:47","หญิง","20 - 29 ปี","ครั้งแรก","ไม่ได้ร้อง","5","5","5","5","4","5","Zoo","ชีวิตลิขิตเอง","ความไพเราะของเสียงร้อง, ความสนุกสนาน, ความซาบซึ้งทางอารมณ์, การเรียนรู้วัฒนธรรมและดนตรีใหม่","เพลงตามยุคสมัยดนตรีตะวันตก (Early Music, Classical, Romantic, 20th century) ภาษาอิตาเลี่ยน เยอรมัน ฝรั่งเศส อังกฤษ, เพลงสมัยนิยมภาษาอังกฤษ, เพลงสมัยนิยมภาษาต่างประเทศ (K-Pop J-Pop etc.), เพลงจากภาพยนตร์หรือซีรี่ย์ไทย, เพลงจากภาพยนตร์หรือซีรี่ย์ต่างประเทศ, เพลงจากละครเวทีภาษาไทย, เพลงจากละครเวทีภาษาต่างประเทศ, เพลงไทยแนวอื่น (ลูกทุ่ง ลูกกรุง ฯลฯ), เพลงร่วมสมัย ( Contemporary Music) หรือ ผลงานเพลงที่เน้นการขายไอเดียของผู้ประพันธ์ ภาษาไทยหรือภาษาต่างประเทศ","บรรยากาศ","","","เก่งมากค่ะ มาครั้งแรกประทับใจมากค่ะ"
"6/3/2026 18:02:26","หญิง","20 - 29 ปี","ครั้งที่ 2","ไม่ได้ร้อง","4","4","3","3","4","5","ชีวิตลิขิตเอง","เจ้านายคะ","ความไพเราะของเสียงร้อง, ความซาบซึ้งทางอารมณ์, การเล่าเรื่องผ่านบทเพลง","เพลงสมัยนิยมภาษาไทย (T-Pop), เพลงสมัยนิยมภาษาอังกฤษ, เพลงจากภาพยนตร์หรือซีรี่ย์ต่างประเทศ, เพลงจากละครเวทีภาษาต่างประเทศ","สถานที่สะดวก ฟรีค่าเข้า ชุดคณะประสานเสียงสวยมาก","อยากให้มีสตาฟมารอต้อนรับหรือแจ้งจุดลงทะเบียน ตอนที่มาถึงรู้แค่ว่าเป็นหอประชุม แต่ไม่เห็นโต๊ะลงทะเบียนหรือป้ายอะไรเลย จนได้ยินจากแขกที่มางานคุยกันเองว่าต้องไปลงทะเบียนชั้นสอง อยากให้ช่วยอำนวยความสะดวกตรงนี้","ความกลมกล่อมของการประสานเสียง","เชื่อว่าถ้าชั่วโมงบินของทั้งวงสูงขึ้นกว่านี้ คอนเสิร์ตรอบหน้าจะดีขึ้นถึงขั้นเป็นกระแสได้เลย"
"6/3/2026 18:02:31","หญิง","30 - 39 ปี","มากกว่า 4 ครั้ง","ร้อง","3","3","3","5","4","5","ชีวิตลิขิตเอง","เจ้านายคะ","ความไพเราะของเสียงร้อง, ความสนุกสนาน","เพลงสมัยนิยมภาษาต่างประเทศ (K-Pop J-Pop etc.), เพลงจากละครเวทีภาษาไทย, เพลงจากละครเวทีภาษาต่างประเทศ","ความตั้งใจของวง","เสียงร้องยังได้กว่านี้~","ชุดแสดงใหม่","สู้ ๆ นะคะ เป็นกำลังใจให้วงต่อไป"
"6/3/2026 18:05:33","LGBTQ+","20 - 29 ปี","ครั้งที่ 2","ร้อง","5","4","4","5","4","5","A Dream is a Wish Your Heart Makes","เจ้านายคะ","ความไพเราะของเสียงร้อง, ความสนุกสนาน, การเล่าเรื่องผ่านบทเพลง","เพลงตามยุคสมัยดนตรีตะวันตก (Early Music, Classical, Romantic, 20th century) ภาษาอิตาเลี่ยน เยอรมัน ฝรั่งเศส อังกฤษ, เพลงสมัยนิยมภาษาอังกฤษ, เพลงจากภาพยนตร์หรือซีรี่ย์ต่างประเทศ, เพลงจากละครเวทีภาษาต่างประเทศ","Arrange เพลงดีมากครับ บางเพลงไม่นึกว่าตะทำแบบ gospel ได้ออกมาดีขนาดนี้","บางเพลงรู้สึกว่า harmonize ออกมาดีเลย แต่ถ้าเหลื่อมจังหวะร้องให้เหลื่อมกันหน่อยน่าจะให้ความรู้สึกที่กลมกลืนกันกว่านี้","คาดหวังความประทับใจแบบนี้หรือมากกว่านี้ครับ","ขอบคุณมากๆครับโชว์ดีมากเลย"
"6/3/2026 18:08:59","หญิง","20 - 29 ปี","ครั้งแรก","ร้อง","5","5","5","5","5","5","Into the New World","Zoo","ความไพเราะของเสียงร้อง, ความสนุกสนาน, ความซาบซึ้งทางอารมณ์, การเล่าเรื่องผ่านบทเพลง, การเรียนรู้วัฒนธรรมและดนตรีใหม่, การแสดงที่สร้างแรงบันดาลใจ, ความเป็นศิลปะร่วมสมัย, การมีส่วนร่วมกับผู้แสดง","เพลงศักดิ์สิทธิ์ (Sacred Music) หรือ เพลงจากศาสนาคริสต์ และเพลงจากศาสนาต่าง ๆ, เพลงสมัยนิยมภาษาอังกฤษ, เพลงสมัยนิยมภาษาต่างประเทศ (K-Pop J-Pop etc.), เพลงจากภาพยนตร์หรือซีรี่ย์ไทย, เพลงจากภาพยนตร์หรือซีรี่ย์ต่างประเทศ, เพลงจากละครเวทีภาษาไทย, เพลงจากละครเวทีภาษาต่างประเทศ","พี่หมี","","รักพี่หมี",""
"6/3/2026 18:09:12","ชาย","30 - 39 ปี","มากกว่า 4 ครั้ง","ร้อง","5","4","5","5","4","5","Lesbia Mi Dicit Semper Male","Lesbia Mi Dicit Semper Male","ความไพเราะของเสียงร้อง, ความสนุกสนาน, การเรียนรู้วัฒนธรรมและดนตรีใหม่","เพลงศักดิ์สิทธิ์ (Sacred Music) หรือ เพลงจากศาสนาคริสต์ และเพลงจากศาสนาต่าง ๆ, เพลงจากภาพยนตร์หรือซีรี่ย์ไทย","อารมณ์ และแนวเพลง","","การแสดงที่หลากหลาย","ตั้งใจทำดีแล้ว สุดยอดมากครับ ✌️"
"6/3/2026 18:10:06","หญิง","20 - 29 ปี","ครั้งที่ 2","ร้อง","5","5","5","5","5","5","Lesbia Mi Dicit Semper Male","Into the New World","ความไพเราะของเสียงร้อง, การแสดงที่สร้างแรงบันดาลใจ","เพลงศักดิ์สิทธิ์ (Sacred Music) หรือ เพลงจากศาสนาคริสต์ และเพลงจากศาสนาต่าง ๆ, เพลงพื้นบ้าน (Folklore) ภาษาไทยและภาษาต่างประเทศ","","","",""
"6/3/2026 18:11:19","หญิง","20 - 29 ปี","มากกว่า 4 ครั้ง","ร้อง","4","4","3","4","5","5","ยื้อ","เจ้านายคะ","ความไพเราะของเสียงร้อง, การเรียนรู้วัฒนธรรมและดนตรีใหม่, การแสดงที่สร้างแรงบันดาลใจ","เพลงสมัยนิยมภาษาไทย (T-Pop), เพลงจากภาพยนตร์หรือซีรี่ย์ไทย, เพลงจากละครเวทีภาษาไทย, เพลงจากละครเวทีภาษาต่างประเทศ, เพลงร่วมสมัย ( Contemporary Music) หรือ ผลงานเพลงที่เน้นการขายไอเดียของผู้ประพันธ์ ภาษาไทยหรือภาษาต่างประเทศ","แนวเพลงที่หลากหลายกว่าเดิมมากขึ้น เพลงเข้าถึงคนทั่วไปได้มากขึ้น","balance บางท่อนของเพลง, ความกลัวของ soprano เวลาโผล่ออกมา ส่วนใหญ่เป็นท่อนสวยๆลากยาวๆ ","อยากให้มีการ interact กับคนดูอีก กิจกรรมก็ได้ค่ะ อยากเห็นเพลงที่คนทั่วไปรู้จักเอามาร้องมากขึ้น มันเข้าถึงคนไทยได้ดีกว่า ","สู้ๆนะ"
"6/3/2026 18:12:02","ชาย","20 - 29 ปี","ครั้งแรก","ร้อง","5","5","5","5","4","5","Until Love is Spoken","เจ้านายคะ","ความไพเราะของเสียงร้อง, ความสนุกสนาน, การมีส่วนร่วมกับผู้แสดง","เพลงศักดิ์สิทธิ์ (Sacred Music) หรือ เพลงจากศาสนาคริสต์ และเพลงจากศาสนาต่าง ๆ, เพลงร่วมสมัย ( Contemporary Music) หรือ ผลงานเพลงที่เน้นการขายไอเดียของผู้ประพันธ์ ภาษาไทยหรือภาษาต่างประเทศ","เต้น!!! พีคมาก ไม่คาดคิด","","",""
"6/3/2026 18:12:18","ชาย","20 - 29 ปี","ครั้งแรก","ร้อง","5","5","5","3","3","4","A Dream is a Wish Your Heart Makes","Zoo","ความซาบซึ้งทางอารมณ์, การเล่าเรื่องผ่านบทเพลง, ความเป็นศิลปะร่วมสมัย","เพลงจากละครเวทีภาษาไทย, เพลงจากละครเวทีภาษาต่างประเทศ, เพลงพื้นบ้าน (Folklore) ภาษาไทยและภาษาต่างประเทศ","-","-","-","-"
"6/3/2026 18:12:58","ชาย","20 - 29 ปี","ครั้งที่ 2","ร้อง","5","4","4","5","5","5","Lesbia Mi Dicit Semper Male","Into the New World","ความสนุกสนาน, การเล่าเรื่องผ่านบทเพลง, การแสดงที่สร้างแรงบันดาลใจ","เพลงศักดิ์สิทธิ์ (Sacred Music) หรือ เพลงจากศาสนาคริสต์ และเพลงจากศาสนาต่าง ๆ, เพลงตามยุคสมัยดนตรีตะวันตก (Early Music, Classical, Romantic, 20th century) ภาษาอิตาเลี่ยน เยอรมัน ฝรั่งเศส อังกฤษ, เพลงพื้นบ้าน (Folklore) ภาษาไทยและภาษาต่างประเทศ, เพลงร่วมสมัย ( Contemporary Music) หรือ ผลงานเพลงที่เน้นการขายไอเดียของผู้ประพันธ์ ภาษาไทยหรือภาษาต่างประเทศ","การกล้าที่จะเลือกเพลงที่แตกต่าง","ไม่มีเป็นพิเศษครับ อาจจะเป็นพวกรายละเอียดในการน้องเล็กๆน้อยๆ","โชว์ถัดๆไป","วันนี้เก่งมากๆครับผม"
"6/3/2026 18:15:08","หญิง","60 ปีขึ้นไป","ครั้งที่ 2","ไม่ได้ร้อง","5","4","5","5","4","5","ชีวิตลิขิตเอง","เจ้านายคะ","ความเป็นศิลปะร่วมสมัย","เพลงสมัยนิยมภาษาไทย (T-Pop)","ชอบมากเพราะมาก","ดี","ไปแข่ง","ทำดีแล้วค่ะ"
"6/3/2026 18:35:08","ชาย","20 - 29 ปี","มากกว่า 4 ครั้ง","ร้อง","5","5","5","5","5","5","ชีวิตลิขิตเอง","เจ้านายคะ","ความไพเราะของเสียงร้อง, การเล่าเรื่องผ่านบทเพลง, การแสดงที่สร้างแรงบันดาลใจ","เพลงตามยุคสมัยดนตรีตะวันตก (Early Music, Classical, Romantic, 20th century) ภาษาอิตาเลี่ยน เยอรมัน ฝรั่งเศส อังกฤษ, เพลงร่วมสมัย ( Contemporary Music) หรือ ผลงานเพลงที่เน้นการขายไอเดียของผู้ประพันธ์ ภาษาไทยหรือภาษาต่างประเทศ","ชอบการจัดโปรแกรมเพลง เป็นเพลงที่คนทั่วไปเข้าถึงง่าย enjoy ได้ง่าย เอามาเชื่อมโยงกับ concept งานได้ดี ฟังง่ายเข้าใจง่ายไม่ซับซ้อน enjoy ไปด้วยง่าย","ไม่มี ดีเลิศทุกอย่างอยู่แล้ว","อยากเห็นวงใหญ่ขึ้นอีกๆๆๆ จัดคอนเสิตอีกๆๆๆ จัดมาได้เลย พร้อมดู5555","ขอบคุณที่สร้างคอนเสิตดีๆเสริมกำลังใจคับ อิ่มเอมใจมากกก ขอให้วงเติบโตไปอีกเรื่อยๆเลย"
"6/3/2026 20:31:47","หญิง","20 - 29 ปี","ครั้งที่ 2","ไม่ได้ร้อง","5","4","5","5","4","5","Into the New World","เจ้านายคะ","ความไพเราะของเสียงร้อง, ความซาบซึ้งทางอารมณ์, ความเป็นศิลปะร่วมสมัย","เพลงสมัยนิยมภาษาไทย (T-Pop), เพลงจากภาพยนตร์หรือซีรี่ย์ไทย, เพลงไทยแนวอื่น (ลูกทุ่ง ลูกกรุง ฯลฯ)","ความหลากหลายของเพลง","จังหวะแบ่งท่อนร้องเพลงเจ้านายคะรอบแรก จังหวะแปรแถวผู้หญิง เสียงร้องไม่เท่ากัน แถวแรกเสียงดังกำลังดี จังหวะแถวสองขึ้นด้านหน้าเสียงเบาไปหน่อย แต่รอบสองเสียงทั้งสองแถวกำลังดีค่ะ แล้วก็รอบนี้เป็นเก้าอี้ไม่ slope เลยอาจจะมีการบังทัศนียภาพกัยสักหน่อยค่ะ ส่วนตัวชอบแบบ slope มากกว่าค่ะ","ชอบที่เอาเพลงหลายแนวมาน้องค่ะ ทั้งเพลง kpop เพลงประกอบการ์ตูน เพลงไทยบ้าน และ tpop ทำให้คนที่ไม่ใช่สายคลาสสิคเอนจอยไปด้วย อยากให้มีการแสดงหลายแนวเพลงแบบนี้อีกค่ะ สนุกมากค่ะ","ทำได้ดีมากๆค่ะ เพลงช้าสื่ออารมณ์ได้ดี เพลงเร็วกับท่าเต้นก็สนุก มั่นใจในตัวเองกันเข้าไว้นะคะ รอชมรอบถัดไปค่ะ"
"6/3/2026 20:42:19","ชาย","60 ปีขึ้นไป","ครั้งที่ 2","ไม่ได้ร้อง","5","4","4","5","5","5","Lesbia Mi Dicit Semper Male","Zoo","ความไพเราะของเสียงร้อง, ความสนุกสนาน, ความซาบซึ้งทางอารมณ์","เพลงสมัยนิยมภาษาต่างประเทศ (K-Pop J-Pop etc.), เพลงไทยแนวอื่น (ลูกทุ่ง ลูกกรุง ฯลฯ), เพลงร่วมสมัย ( Contemporary Music) หรือ ผลงานเพลงที่เน้นการขายไอเดียของผู้ประพันธ์ ภาษาไทยหรือภาษาต่างประเทศ","ความหลากหลายของแนวประสานเสียงที่ผสมกลมกลืนกันเหมือนรสชาดอสหารในแต่ละเมนู","แนวเบส ที่ทำให้แนวอัลโต้และโซปราโนไม่สว่างเกินไป","จำนวนผู้ร้องในแต่ละแนวเสียง ที่มีพลังเสียงพอ และให้แมทกับสถานที่","เพลงที่6 ตอนจบเพิ่มความเข้มอีกนิด
เพลงที่7ถ้ามีเบสมาช่วย อาจทำให้ฮิวใข้พิ่ม
เพลงที่8กลองดังไปนิดนึง และอาจต้องปรับkeyหนังกลองให้แมทกันมากที่สุด
เพลงที่9ควรเพิ่มเบส ให้บาล้านกับ So+Alto 
และข้อสุดท้าย ต้องบอกจุดประสงค์ว่าอยากให้ประเมินแต่ละเพลง เพื่อปรับ ห้ามในสิ่งใด และไม่ห้ามในสิ่งใด
เพลงที่4 ช่วงแรกดูแข็งๆ พอตอนท้ายๆดี ละมุนขึ้น"
"6/3/2026 23:00:41","ชาย","20 - 29 ปี","ครั้งแรก","ร้อง","5","4","5","3","4","5","ยื้อ","เจ้านายคะ","ความซาบซึ้งทางอารมณ์, การเล่าเรื่องผ่านบทเพลง, การแสดงที่สร้างแรงบันดาลใจ","เพลงจากภาพยนตร์หรือซีรี่ย์ไทย, เพลงจากละครเวทีภาษาไทย, เพลงจากละครเวทีภาษาต่างประเทศ, เพลงร่วมสมัย ( Contemporary Music) หรือ ผลงานเพลงที่เน้นการขายไอเดียของผู้ประพันธ์ ภาษาไทยหรือภาษาต่างประเทศ","การเล่าเรื่องและสื่ออารมณ์ผ่านบทเพลง","","มีคนร้องเยอะ ๆ","ชอบมากครับ รอฟังผลงานต่อไปนะครับ"
"6/3/2026 23:04:31","LGBTQ+","30 - 39 ปี","ครั้งแรก","ร้อง","5","5","5","5","4","5","Zoo","Zoo","ความไพเราะของเสียงร้อง, ความสนุกสนาน","เพลงศักดิ์สิทธิ์ (Sacred Music) หรือ เพลงจากศาสนาคริสต์ และเพลงจากศาสนาต่าง ๆ, เพลงสมัยนิยมภาษาไทย (T-Pop), เพลงสมัยนิยมภาษาอังกฤษ, เพลงสมัยนิยมภาษาต่างประเทศ (K-Pop J-Pop etc.), เพลงจากภาพยนตร์หรือซีรี่ย์ไทย, เพลงจากภาพยนตร์หรือซีรี่ย์ต่างประเทศ","ชอบโชว์ที่มีการร้องเพลงและเต้นไปด้วย รวมถึงมีการนำเครื่องดนตรีมาเล่นประกอบการร้องเพลง","สถานที่แอร์ไม่ค่อยเย็นเท่าไหร่ค่ะ","อยากให้มีงานที่เพลงเป็นเพลงแนวเดียวกันทั้งหมด เช่น เพลงดิสนีย์, เพลง t-pop คนที่มาฟังจะได้สนุกไปกับเพลงมากขึ้นค่ะ","ทุกคนเก่งมากๆ เลยค่า อยากเป็นกำลังใจให้ทุกคนฝึกซ้อมและพัฒนาต่อไปนะคะ จะคอยติดตามไปเรื่อยๆ เลย ส่วนทีมงานหน้างานทำหน้าที่ได้ดีมากเลยค่ะ ทุกอย่างราบรื่นสุดๆ"
"6/4/2026 0:01:37","ชาย","30 - 39 ปี","ครั้งที่ 2","ร้อง","3","5","3","2","5","5","A Dream is a Wish Your Heart Makes","Into the New World","ความไพเราะของเสียงร้อง, การเล่าเรื่องผ่านบทเพลง, ความเป็นศิลปะร่วมสมัย","เพลงตามยุคสมัยดนตรีตะวันตก (Early Music, Classical, Romantic, 20th century) ภาษาอิตาเลี่ยน เยอรมัน ฝรั่งเศส อังกฤษ, เพลงสมัยนิยมภาษาอังกฤษ, เพลงจากภาพยนตร์หรือซีรี่ย์ต่างประเทศ, เพลงจากละครเวทีภาษาไทย, เพลงจากละครเวทีภาษาต่างประเทศ, เพลงพื้นบ้าน (Folklore) ภาษาไทยและภาษาต่างประเทศ, เพลงร่วมสมัย ( Contemporary Music) หรือ ผลงานเพลงที่เน้นการขายไอเดียของผู้ประพันธ์ ภาษาไทยหรือภาษาต่างประเทศ","Soiund of Choir","Should slow down the dancing, it distracts from the performance. I think the song selection is not as good as last time. It follows the theme but maybe the dance broken the flow of the music direction.  Anyways,  the performance was good, I simply like the previous performance better.","Anime songs, Attack on Titan, Demon slayer. Guranteed an audience. ",""
"6/4/2026 0:02:17","ไม่ประสงค์ระบุ","20 - 29 ปี","ครั้งที่ 2","ไม่ได้ร้อง","5","4","3","4","4","5","ชีวิตลิขิตเอง","Zoo","ความซาบซึ้งทางอารมณ์, การเล่าเรื่องผ่านบทเพลง, การแสดงที่สร้างแรงบันดาลใจ","เพลงสมัยนิยมภาษาไทย (T-Pop), เพลงสมัยนิยมภาษาอังกฤษ, เพลงไทยแนวอื่น (ลูกทุ่ง ลูกกรุง ฯลฯ)","ชอบการผสมผสานเพลงที่รู้จักและเป็นกระแสเข้ามาในโชว์ทำให้เข้าถึงได้ง่ายขึ้น มีการเต้น มีการเอาเครื่องประกอบจังหวะมาใช้ และชอบเพลงสุดท้ายมากๆๆๆๆๆๆๆๆๆๆๆๆๆๆ ช่วงท้ายรู้สึกว่าพลังมันพุ่งขึ้นไปจนขนลุกปิดจบโชว์ได้ประทับใจมากๆ","คิดว่าคอนเซปต์โชว์ดีมาก หวัง ไห้ หาย แต่รู้สึกส่วนตัวว่าอาจจะยังร้อยเรียงเพลงไม่สมูตเท่าไหร่ ","ได้เห็นโชว์และออกงานมากขึ้น","เป็นกำลังใจให้ทีมงานทุกคนเลย โชว์วันนี้เติมไฟในใจมากๆ<3"
"6/4/2026 0:20:19","หญิง","30 - 39 ปี","ครั้งที่ 4","ไม่ได้ร้อง","5","5","5","5","5","5","ยื้อ","เจ้านายคะ","ความไพเราะของเสียงร้อง, ความซาบซึ้งทางอารมณ์, การเล่าเรื่องผ่านบทเพลง","เพลงตามยุคสมัยดนตรีตะวันตก (Early Music, Classical, Romantic, 20th century) ภาษาอิตาเลี่ยน เยอรมัน ฝรั่งเศส อังกฤษ, เพลงสมัยนิยมภาษาไทย (T-Pop), เพลงสมัยนิยมภาษาต่างประเทศ (K-Pop J-Pop etc.), เพลงจากภาพยนตร์หรือซีรี่ย์ไทย, เพลงพื้นบ้าน (Folklore) ภาษาไทยและภาษาต่างประเทศ, เพลงไทยแนวอื่น (ลูกทุ่ง ลูกกรุง ฯลฯ), เพลงร่วมสมัย ( Contemporary Music) หรือ ผลงานเพลงที่เน้นการขายไอเดียของผู้ประพันธ์ ภาษาไทยหรือภาษาต่างประเทศ","ชอบลำดับการเรียงเพลงตามคอนเซ็ปคอน หวังไห้หาย มาก เพราะเนื้อเพลงหลากหลายความหมายมันถูกร้อยเรียงออกมาให้อยู่ในหมวดหมู่เดียวกันเพื่อเยียวยาคนฟัง และคอนนี้ทำได้จริงๆ เราชอบมากเลยค่ะ","ไม่มีนะคะ ชอบแล้ว","อยากเห็นสมาชิกวงเยอะขึ้น และได้จัดที่สวนลุม พอมันเป็นงานในสวนสาธารณะ ทั้งคนไทยและต่างชาติจะรู้จักวงกังวานมากขึ้น เราว่ามันต้องดีกับวงแน่นอนเลยค่ะ","ขอบคุณทุกคนที่ไม่ท้อในการเป็นนักร้องนะคะ เพราะทุกคนต้องมีวินัยมาก ต้องเสียสละวันเวลาหลายเดือนในการเตรียมคอนเสิร์ตครั้งนึง ทุกคนเก่งมากๆ เรานับถือมากเลยค่ะ รอไปคอนครั้งหน้าอยู่น้า ทุกคนสู้ๆ"
